customer_id,product_id,product_title,review_headline,review_body,star_rating,helpful_votes,total_votes,verified_purchase,review_date
CUST00143,PROD7,Monitor Arm,"Decent, but could be better.","Waste of money, poor quality. Good value for money.",4,39,47,Y,2022-09-11
CUST00135,PROD7,Mouse,Good value for money.,Good value for money. Broke after one week.,2,31,52,Y,2023-07-31
CUST00120,PROD6,Wireless Earbuds,"Not as described, disappointed.",Good value for money. Perfect! Will buy again.,5,50,35,N,2023-03-10
CUST00086,PROD5,Phone Case,Exactly what I needed!,"Works well, very satisfied. Waste of money, poor quality.",1,0,80,N,2023-03-08
CUST00073,PROD10,Power Bank,Perfect! Will buy again.,"Decent, but could be better. Broke after one week.",4,16,21,N,2022-07-09
CUST00097,PROD7,Laptop Stand,"Great quality, fast shipping.",Good value for money. Exactly what I needed!,3,32,74,N,2023-05-14
CUST00006,PROD10,Wireless Earbuds,Broke after one week.,"Works well, very satisfied. Decent, but could be better.",4,10,84,N,2022-04-13
CUST00051,PROD1,Phone Case,"Decent, but could be better.","Works well, very satisfied. Exactly what I needed!",4,20,44,Y,2023-02-05
CUST00132,PROD1,Monitor Arm,Exactly what I needed!,Amazing product! Highly recommend! Exactly what I needed!,3,10,3,Y,2023-01-18
CUST00026,PROD9,Screen Protector,Amazing product! Highly recommend!,"Exactly what I needed! Great quality, fast shipping.",4,49,57,Y,2022-12-15
CUST00007,PROD7,Power Bank,Exactly what I needed!,"Amazing product! Highly recommend! Not as described, disappointed.",5,42,44,Y,2022-02-20
CUST00175,PROD1,Keyboard,"Works well, very satisfied.","Great quality, fast shipping. Amazing product! Highly recommend!",4,2,52,Y,2022-11-01
CUST00035,PROD6,Keyboard,Good value for money.,"Good value for money. Works well, very satisfied.",3,23,22,Y,2023-08-03
CUST00172,PROD1,Keyboard,"Decent, but could be better.","Good value for money. Decent, but could be better.",3,48,48,N,2023-06-21
CUST00190,PROD3,Monitor Arm,Broke after one week.,Amazing product! Highly recommend! Good value for money.,3,20,61,Y,2022-05-10
CUST00064,PROD4,Phone Case,"Great quality, fast shipping.",Exactly what I needed! Amazing product! Highly recommend!,1,0,82,N,2022-11-12
CUST00093,PROD7,Wireless Earbuds,Exactly what I needed!,Amazing product! Highly recommend! Good value for money.,2,38,52,Y,2022-01-15
CUST00015,PROD1,Webcam,"Waste of money, poor quality.","Works well, very satisfied. Waste of money, poor quality.",2,25,25,N,2023-02-06
CUST00171,PROD10,Screen Protector,Good value for money.,Amazing product! Highly recommend! Perfect! Will buy again.,4,8,6,Y,2022-01-22
CUST00125,PROD1,USB Cable,"Works well, very satisfied.","Exactly what I needed! Works well, very satisfied.",4,6,11,N,2022-08-25
CUST00070,PROD4,Wireless Earbuds,Good value for money.,"Broke after one week. Decent, but could be better.",2,29,20,Y,2023-02-17
CUST00179,PROD8,Screen Protector,"Great quality, fast shipping.","Decent, but could be better. Waste of money, poor quality.",4,48,69,Y,2022-10-16
CUST00102,PROD9,Monitor Arm,"Not as described, disappointed.",Perfect! Will buy again. Perfect! Will buy again.,5,0,56,Y,2022-12-18
CUST00093,PROD9,Webcam,"Decent, but could be better.","Works well, very satisfied. Great quality, fast shipping.",5,49,45,N,2023-01-06
CUST00144,PROD3,Webcam,Exactly what I needed!,"Works well, very satisfied. Exactly what I needed!",2,34,57,N,2023-09-29
CUST00008,PROD8,Laptop Stand,"Decent, but could be better.","Amazing product! Highly recommend! Works well, very satisfied.",5,32,71,Y,2022-08-13
CUST00191,PROD6,Power Bank,Broke after one week.,"Amazing product! Highly recommend! Works well, very satisfied.",3,24,34,N,2023-05-27
CUST00127,PROD7,Power Bank,"Decent, but could be better.","Works well, very satisfied. Great quality, fast shipping.",4,50,41,Y,2022-12-18
CUST00127,PROD10,USB Cable,Broke after one week.,"Exactly what I needed! Decent, but could be better.",5,23,82,Y,2023-04-24
CUST00151,PROD4,Mouse,Exactly what I needed!,"Works well, very satisfied. Good value for money.",3,23,87,Y,2022-04-14
CUST00195,PROD4,USB Cable,Broke after one week.,"Decent, but could be better. Amazing product! Highly recommend!",4,26,41,Y,2023-05-07
CUST00055,PROD1,Power Bank,"Not as described, disappointed.",Amazing product! Highly recommend! Amazing product! Highly recommend!,2,35,21,Y,2022-11-15
CUST00145,PROD3,Screen Protector,"Not as described, disappointed.",Exactly what I needed! Broke after one week.,5,25,4,Y,2023-09-05
CUST00141,PROD2,USB Cable,"Decent, but could be better.","Works well, very satisfied. Works well, very satisfied.",4,16,70,N,2022-07-03
CUST00046,PROD2,Screen Protector,Exactly what I needed!,"Great quality, fast shipping. Amazing product! Highly recommend!",4,40,35,N,2022-02-17
CUST00158,PROD1,USB Cable,Amazing product! Highly recommend!,"Waste of money, poor quality. Decent, but could be better.",4,39,32,N,2023-01-17
CUST00073,PROD8,Phone Case,"Works well, very satisfied.","Good value for money. Not as described, disappointed.",5,9,35,N,2022-01-04
CUST00111,PROD4,Webcam,"Decent, but could be better.","Exactly what I needed! Waste of money, poor quality.",4,22,42,N,2022-09-06
CUST00055,PROD5,Laptop Stand,"Great quality, fast shipping.","Great quality, fast shipping. Not as described, disappointed.",4,47,48,Y,2023-08-25
CUST00156,PROD5,Wireless Earbuds,Amazing product! Highly recommend!,"Works well, very satisfied. Waste of money, poor quality.",4,9,26,N,2022-01-17
CUST00141,PROD8,Monitor Arm,"Decent, but could be better.","Exactly what I needed! Great quality, fast shipping.",5,11,76,Y,2022-10-15
CUST00193,PROD4,Webcam,Perfect! Will buy again.,"Exactly what I needed! Works well, very satisfied.",5,8,94,Y,2022-03-02
CUST00106,PROD8,Wireless Earbuds,"Great quality, fast shipping.","Waste of money, poor quality. Not as described, disappointed.",5,49,50,N,2023-04-01
CUST00192,PROD2,USB Cable,"Not as described, disappointed.","Waste of money, poor quality. Exactly what I needed!",5,2,57,N,2023-09-25
CUST00020,PROD8,Wireless Earbuds,"Decent, but could be better.","Amazing product! Highly recommend! Decent, but could be better.",3,6,49,Y,2023-07-23
CUST00166,PROD7,Webcam,"Great quality, fast shipping.","Not as described, disappointed. Good value for money.",5,49,5,Y,2023-12-13
CUST00199,PROD9,Laptop Stand,"Decent, but could be better.",Exactly what I needed! Exactly what I needed!,1,4,30,N,2022-01-28
CUST00185,PROD8,Monitor Arm,Perfect! Will buy again.,"Exactly what I needed! Works well, very satisfied.",4,19,95,N,2022-02-27
CUST00061,PROD7,Monitor Arm,"Waste of money, poor quality.","Good value for money. Great quality, fast shipping.",4,15,84,Y,2022-11-19
CUST00096,PROD4,Phone Case,Good value for money.,"Good value for money. Works well, very satisfied.",3,34,69,N,2023-02-12
CUST00055,PROD4,Laptop Stand,"Waste of money, poor quality.","Amazing product! Highly recommend! Not as described, disappointed.",4,7,48,N,2023-07-06
CUST00167,PROD9,Power Bank,Perfect! Will buy again.,"Decent, but could be better. Good value for money.",2,25,65,Y,2023-04-02
CUST00117,PROD7,Screen Protector,Good value for money.,Broke after one week. Amazing product! Highly recommend!,2,24,32,Y,2023-01-26
CUST00050,PROD3,USB Cable,"Not as described, disappointed.","Waste of money, poor quality. Great quality, fast shipping.",1,35,52,N,2023-06-11
CUST00031,PROD6,Keyboard,Exactly what I needed!,Broke after one week. Amazing product! Highly recommend!,4,1,25,Y,2023-11-23
CUST00141,PROD7,USB Cable,"Waste of money, poor quality.",Perfect! Will buy again. Exactly what I needed!,5,28,20,N,2023-09-11
CUST00036,PROD7,Power Bank,Perfect! Will buy again.,Broke after one week. Broke after one week.,3,22,22,Y,2022-07-04
CUST00107,PROD8,Phone Case,Good value for money.,"Waste of money, poor quality. Perfect! Will buy again.",4,9,47,N,2023-01-13
CUST00035,PROD7,Monitor Arm,"Not as described, disappointed.","Not as described, disappointed. Works well, very satisfied.",5,30,100,Y,2022-07-03
CUST00121,PROD3,Screen Protector,"Waste of money, poor quality.","Amazing product! Highly recommend! Works well, very satisfied.",5,44,33,N,2022-09-14
CUST00037,PROD9,Mouse,Perfect! Will buy again.,"Exactly what I needed! Decent, but could be better.",4,0,21,Y,2022-02-01
CUST00018,PROD10,Keyboard,"Waste of money, poor quality.","Waste of money, poor quality. Great quality, fast shipping.",4,28,89,N,2023-11-05
CUST00155,PROD6,Keyboard,"Works well, very satisfied.",Good value for money. Exactly what I needed!,4,1,43,N,2022-09-28
CUST00124,PROD7,Keyboard,Amazing product! Highly recommend!,Amazing product! Highly recommend! Amazing product! Highly recommend!,5,15,17,Y,2022-03-14
CUST00141,PROD3,Keyboard,"Decent, but could be better.",Broke after one week. Good value for money.,2,38,63,N,2023-02-05
CUST00147,PROD2,Phone Case,"Decent, but could be better.","Broke after one week. Waste of money, poor quality.",5,16,84,N,2022-12-26
CUST00022,PROD7,Phone Case,"Not as described, disappointed.",Perfect! Will buy again. Perfect! Will buy again.,2,0,28,N,2023-10-31
CUST00126,PROD7,USB Cable,Exactly what I needed!,"Great quality, fast shipping. Amazing product! Highly recommend!",4,22,57,Y,2022-10-04
CUST00153,PROD5,Laptop Stand,"Not as described, disappointed.","Decent, but could be better. Decent, but could be better.",4,47,81,N,2022-02-01
CUST00185,PROD2,Wireless Earbuds,"Works well, very satisfied.",Good value for money. Exactly what I needed!,4,47,12,Y,2023-03-10
CUST00034,PROD10,Laptop Stand,Exactly what I needed!,"Amazing product! Highly recommend! Waste of money, poor quality.",3,46,20,Y,2023-12-26
CUST00115,PROD6,USB Cable,Amazing product! Highly recommend!,"Great quality, fast shipping. Not as described, disappointed.",4,41,11,Y,2022-10-21
CUST00164,PROD9,Screen Protector,"Decent, but could be better.","Great quality, fast shipping. Good value for money.",5,50,58,N,2022-07-20
CUST00139,PROD3,Laptop Stand,Exactly what I needed!,"Not as described, disappointed. Decent, but could be better.",4,36,17,Y,2023-07-09
CUST00179,PROD1,Monitor Arm,Perfect! Will buy again.,"Good value for money. Great quality, fast shipping.",4,8,23,N,2023-01-21
CUST00026,PROD4,Mouse,Perfect! Will buy again.,"Exactly what I needed! Decent, but could be better.",4,43,54,N,2023-08-19
CUST00184,PROD9,USB Cable,Exactly what I needed!,"Works well, very satisfied. Waste of money, poor quality.",4,5,56,Y,2022-12-18
CUST00118,PROD8,Laptop Stand,Broke after one week.,Amazing product! Highly recommend! Good value for money.,5,12,45,Y,2023-04-28
CUST00188,PROD6,Phone Case,Perfect! Will buy again.,"Waste of money, poor quality. Works well, very satisfied.",2,49,70,N,2023-11-29
CUST00152,PROD2,Screen Protector,Exactly what I needed!,"Not as described, disappointed. Good value for money.",2,47,25,N,2023-06-18
CUST00134,PROD7,Power Bank,Amazing product! Highly recommend!,"Decent, but could be better. Amazing product! Highly recommend!",3,28,78,N,2023-04-06
CUST00038,PROD1,Phone Case,Good value for money.,"Waste of money, poor quality. Not as described, disappointed.",3,41,32,N,2022-10-22
CUST00143,PROD5,Screen Protector,Broke after one week.,"Decent, but could be better. Great quality, fast shipping.",4,24,40,N,2023-01-11
CUST00071,PROD6,Laptop Stand,"Not as described, disappointed.",Amazing product! Highly recommend! Amazing product! Highly recommend!,4,4,4,N,2023-01-05
CUST00094,PROD2,Phone Case,Good value for money.,"Waste of money, poor quality. Broke after one week.",5,40,69,N,2022-11-01
CUST00127,PROD2,Webcam,"Waste of money, poor quality.","Decent, but could be better. Great quality, fast shipping.",5,2,15,N,2022-03-30
CUST00133,PROD5,Wireless Earbuds,"Waste of money, poor quality.",Perfect! Will buy again. Broke after one week.,4,41,81,N,2022-02-13
CUST00124,PROD5,Power Bank,Broke after one week.,"Perfect! Will buy again. Works well, very satisfied.",4,1,60,N,2023-07-08
CUST00183,PROD6,Power Bank,Broke after one week.,"Exactly what I needed! Waste of money, poor quality.",3,25,30,N,2022-08-08
CUST00142,PROD7,USB Cable,Good value for money.,"Amazing product! Highly recommend! Works well, very satisfied.",2,28,9,N,2022-12-03
CUST00089,PROD6,Power Bank,"Great quality, fast shipping.","Works well, very satisfied. Good value for money.",2,4,32,Y,2023-09-25
CUST00108,PROD1,Phone Case,"Waste of money, poor quality.","Great quality, fast shipping. Decent, but could be better.",2,0,89,Y,2022-07-27
CUST00088,PROD8,USB Cable,"Decent, but could be better.","Waste of money, poor quality. Amazing product! Highly recommend!",4,31,42,Y,2022-02-08
CUST00078,PROD3,Power Bank,Amazing product! Highly recommend!,"Works well, very satisfied. Decent, but could be better.",4,37,93,Y,2022-09-23
CUST00060,PROD3,Phone Case,"Great quality, fast shipping.","Waste of money, poor quality. Not as described, disappointed.",2,33,14,N,2023-06-25
CUST00077,PROD10,Phone Case,"Great quality, fast shipping.","Exactly what I needed! Great quality, fast shipping.",2,6,62,Y,2023-02-03
CUST00126,PROD3,Monitor Arm,"Waste of money, poor quality.","Good value for money. Great quality, fast shipping.",4,21,16,N,2023-04-24
CUST00090,PROD8,Wireless Earbuds,Good value for money.,Amazing product! Highly recommend! Good value for money.,4,0,78,Y,2023-03-30
CUST00101,PROD4,Screen Protector,Good value for money.,"Great quality, fast shipping. Broke after one week.",3,14,80,Y,2022-08-25
CUST00139,PROD10,Keyboard,Good value for money.,"Works well, very satisfied. Works well, very satisfied.",5,49,35,Y,2023-08-17
CUST00102,PROD1,Screen Protector,Broke after one week.,Perfect! Will buy again. Amazing product! Highly recommend!,5,24,27,Y,2022-08-30
CUST00153,PROD7,Laptop Stand,"Not as described, disappointed.",Good value for money. Perfect! Will buy again.,5,26,100,Y,2022-02-14
CUST00011,PROD4,Phone Case,Exactly what I needed!,Exactly what I needed! Perfect! Will buy again.,5,43,88,Y,2023-01-15
CUST00025,PROD6,Mouse,"Not as described, disappointed.","Perfect! Will buy again. Great quality, fast shipping.",3,34,92,N,2023-04-22
CUST00014,PROD2,Screen Protector,Broke after one week.,"Great quality, fast shipping. Great quality, fast shipping.",5,14,37,N,2023-10-17
CUST00155,PROD4,Webcam,"Not as described, disappointed.","Perfect! Will buy again. Waste of money, poor quality.",4,24,25,N,2022-07-01
CUST00092,PROD2,USB Cable,"Great quality, fast shipping.","Amazing product! Highly recommend! Great quality, fast shipping.",3,2,75,N,2022-09-05
CUST00140,PROD9,Webcam,"Works well, very satisfied.","Not as described, disappointed. Good value for money.",5,4,22,Y,2023-05-18
CUST00059,PROD8,Mouse,"Decent, but could be better.","Not as described, disappointed. Perfect! Will buy again.",4,46,5,Y,2022-01-30
CUST00008,PROD2,Webcam,Amazing product! Highly recommend!,"Not as described, disappointed. Exactly what I needed!",3,43,27,N,2023-05-18
CUST00142,PROD9,Webcam,"Waste of money, poor quality.",Amazing product! Highly recommend! Exactly what I needed!,4,6,68,N,2023-01-21
CUST00174,PROD5,Webcam,Amazing product! Highly recommend!,"Not as described, disappointed. Broke after one week.",1,4,76,N,2022-09-01
CUST00060,PROD8,Phone Case,Exactly what I needed!,"Exactly what I needed! Not as described, disappointed.",1,31,80,Y,2022-07-15
CUST00149,PROD5,Keyboard,Perfect! Will buy again.,Perfect! Will buy again. Amazing product! Highly recommend!,5,36,45,N,2023-11-17
CUST00151,PROD2,Laptop Stand,"Decent, but could be better.","Exactly what I needed! Decent, but could be better.",4,47,31,N,2023-10-20
CUST00085,PROD1,Webcam,Perfect! Will buy again.,"Broke after one week. Waste of money, poor quality.",2,6,84,N,2022-12-11
CUST00010,PROD3,Webcam,Good value for money.,Good value for money. Amazing product! Highly recommend!,2,13,15,Y,2022-10-18
CUST00187,PROD5,Laptop Stand,"Waste of money, poor quality.",Broke after one week. Perfect! Will buy again.,4,11,46,Y,2022-06-29
CUST00047,PROD2,Mouse,"Works well, very satisfied.",Exactly what I needed! Broke after one week.,4,26,82,Y,2022-09-15
CUST00139,PROD10,Laptop Stand,Amazing product! Highly recommend!,Exactly what I needed! Amazing product! Highly recommend!,1,17,99,N,2022-08-20
CUST00149,PROD1,Screen Protector,"Not as described, disappointed.",Good value for money. Broke after one week.,2,27,73,Y,2022-12-24
CUST00080,PROD4,Screen Protector,Good value for money.,"Perfect! Will buy again. Decent, but could be better.",5,6,44,Y,2022-09-05
CUST00036,PROD3,USB Cable,Perfect! Will buy again.,"Not as described, disappointed. Exactly what I needed!",4,27,23,N,2023-01-01
CUST00017,PROD2,Monitor Arm,"Works well, very satisfied.",Perfect! Will buy again. Perfect! Will buy again.,2,48,67,Y,2023-11-05
CUST00056,PROD3,Keyboard,Exactly what I needed!,"Not as described, disappointed. Amazing product! Highly recommend!",5,47,59,Y,2022-03-31
CUST00128,PROD7,USB Cable,"Works well, very satisfied.","Decent, but could be better. Good value for money.",2,10,19,Y,2023-08-08
CUST00121,PROD3,Wireless Earbuds,Good value for money.,"Amazing product! Highly recommend! Works well, very satisfied.",5,48,32,Y,2023-05-17
CUST00069,PROD9,Webcam,"Great quality, fast shipping.","Works well, very satisfied. Amazing product! Highly recommend!",5,25,8,Y,2022-03-04
CUST00178,PROD4,Phone Case,Good value for money.,"Amazing product! Highly recommend! Decent, but could be better.",5,46,15,Y,2023-05-17
CUST00175,PROD7,Webcam,Broke after one week.,"Perfect! Will buy again. Not as described, disappointed.",5,50,79,N,2022-04-07
CUST00054,PROD2,Phone Case,Perfect! Will buy again.,"Perfect! Will buy again. Great quality, fast shipping.",2,14,65,N,2022-09-03
CUST00002,PROD1,Screen Protector,"Works well, very satisfied.",Amazing product! Highly recommend! Good value for money.,5,5,60,Y,2022-08-22
CUST00160,PROD2,Power Bank,Broke after one week.,"Not as described, disappointed. Works well, very satisfied.",4,36,5,N,2022-12-01
CUST00094,PROD7,Laptop Stand,Exactly what I needed!,"Broke after one week. Works well, very satisfied.",1,46,99,N,2022-07-09
CUST00031,PROD8,Phone Case,"Not as described, disappointed.","Great quality, fast shipping. Works well, very satisfied.",2,1,12,N,2022-04-12
CUST00164,PROD5,USB Cable,Exactly what I needed!,"Not as described, disappointed. Waste of money, poor quality.",2,30,39,Y,2022-04-28
CUST00015,PROD1,Webcam,"Great quality, fast shipping.","Works well, very satisfied. Great quality, fast shipping.",5,50,66,Y,2022-02-07
CUST00060,PROD8,Keyboard,"Great quality, fast shipping.","Not as described, disappointed. Great quality, fast shipping.",4,49,54,Y,2023-07-16
CUST00166,PROD10,Monitor Arm,Amazing product! Highly recommend!,"Not as described, disappointed. Works well, very satisfied.",5,3,16,Y,2022-03-17
CUST00004,PROD3,USB Cable,Perfect! Will buy again.,"Not as described, disappointed. Decent, but could be better.",3,16,45,Y,2023-11-01
CUST00077,PROD9,Keyboard,"Decent, but could be better.",Perfect! Will buy again. Exactly what I needed!,3,41,3,N,2023-08-10
CUST00164,PROD7,Phone Case,Broke after one week.,"Not as described, disappointed. Amazing product! Highly recommend!",4,49,81,N,2022-06-22
CUST00017,PROD3,Webcam,Broke after one week.,"Works well, very satisfied. Good value for money.",5,8,1,N,2022-02-17
CUST00141,PROD9,Monitor Arm,"Decent, but could be better.","Not as described, disappointed. Good value for money.",5,26,68,N,2023-03-02
CUST00011,PROD9,Webcam,Exactly what I needed!,"Broke after one week. Not as described, disappointed.",5,26,8,Y,2023-04-06
CUST00004,PROD8,USB Cable,Amazing product! Highly recommend!,"Exactly what I needed! Not as described, disappointed.",2,33,40,Y,2023-10-24
CUST00065,PROD6,USB Cable,Exactly what I needed!,"Decent, but could be better. Good value for money.",5,39,32,Y,2022-08-05
CUST00196,PROD5,USB Cable,Broke after one week.,"Amazing product! Highly recommend! Great quality, fast shipping.",5,31,95,N,2023-10-01
CUST00163,PROD6,Keyboard,Amazing product! Highly recommend!,"Works well, very satisfied. Great quality, fast shipping.",4,50,90,N,2023-03-17
CUST00118,PROD2,Laptop Stand,Broke after one week.,Good value for money. Good value for money.,4,15,11,Y,2023-01-29
CUST00093,PROD7,Phone Case,"Waste of money, poor quality.","Amazing product! Highly recommend! Works well, very satisfied.",4,33,5,N,2022-02-08
CUST00055,PROD4,Wireless Earbuds,Exactly what I needed!,Good value for money. Good value for money.,4,33,43,N,2022-06-28
CUST00009,PROD6,Mouse,Exactly what I needed!,Exactly what I needed! Amazing product! Highly recommend!,3,17,84,N,2023-01-04
CUST00187,PROD8,Monitor Arm,Good value for money.,Amazing product! Highly recommend! Exactly what I needed!,4,40,24,Y,2023-06-20
CUST00156,PROD2,Screen Protector,"Decent, but could be better.","Waste of money, poor quality. Waste of money, poor quality.",4,2,99,Y,2023-12-06
CUST00007,PROD9,Keyboard,"Great quality, fast shipping.","Great quality, fast shipping. Works well, very satisfied.",3,50,49,Y,2023-07-14
CUST00173,PROD6,Wireless Earbuds,"Decent, but could be better.","Waste of money, poor quality. Good value for money.",5,11,2,Y,2023-10-28
CUST00181,PROD6,Power Bank,"Decent, but could be better.","Good value for money. Works well, very satisfied.",2,26,34,N,2023-12-06
CUST00136,PROD8,Phone Case,"Great quality, fast shipping.","Exactly what I needed! Works well, very satisfied.",4,42,4,N,2023-04-03
CUST00180,PROD5,Phone Case,Broke after one week.,"Decent, but could be better. Waste of money, poor quality.",1,22,61,N,2022-07-26
CUST00052,PROD7,Monitor Arm,Amazing product! Highly recommend!,Amazing product! Highly recommend! Perfect! Will buy again.,4,46,20,N,2023-03-11
CUST00021,PROD4,Mouse,Amazing product! Highly recommend!,Good value for money. Perfect! Will buy again.,5,24,15,Y,2023-06-23
CUST00104,PROD2,Monitor Arm,Perfect! Will buy again.,"Great quality, fast shipping. Exactly what I needed!",5,12,19,Y,2023-08-13
CUST00071,PROD6,USB Cable,"Waste of money, poor quality.","Not as described, disappointed. Good value for money.",5,7,100,Y,2023-01-04
CUST00192,PROD10,Phone Case,Amazing product! Highly recommend!,"Perfect! Will buy again. Waste of money, poor quality.",4,16,96,N,2023-04-15
CUST00196,PROD8,Wireless Earbuds,Perfect! Will buy again.,"Decent, but could be better. Good value for money.",4,17,65,Y,2023-08-20
CUST00182,PROD10,USB Cable,"Not as described, disappointed.","Not as described, disappointed. Good value for money.",4,49,82,N,2022-11-11
CUST00045,PROD6,Power Bank,"Waste of money, poor quality.","Exactly what I needed! Works well, very satisfied.",5,7,78,N,2022-02-10
CUST00014,PROD7,Wireless Earbuds,Perfect! Will buy again.,"Waste of money, poor quality. Waste of money, poor quality.",4,15,5,N,2023-06-28
CUST00164,PROD1,Phone Case,"Waste of money, poor quality.","Amazing product! Highly recommend! Great quality, fast shipping.",4,31,89,Y,2023-07-30
CUST00198,PROD8,Laptop Stand,"Waste of money, poor quality.","Perfect! Will buy again. Great quality, fast shipping.",5,10,72,N,2022-10-29
CUST00087,PROD2,USB Cable,"Works well, very satisfied.","Broke after one week. Works well, very satisfied.",4,25,2,Y,2022-02-19
CUST00133,PROD8,Keyboard,Perfect! Will buy again.,Good value for money. Exactly what I needed!,3,37,2,Y,2022-10-10
CUST00023,PROD5,Laptop Stand,"Works well, very satisfied.","Not as described, disappointed. Not as described, disappointed.",2,42,73,Y,2022-10-03
CUST00104,PROD4,Wireless Earbuds,"Not as described, disappointed.",Good value for money. Perfect! Will buy again.,4,22,53,N,2023-03-06
CUST00157,PROD2,Laptop Stand,Exactly what I needed!,"Waste of money, poor quality. Not as described, disappointed.",4,16,26,N,2022-04-06
CUST00170,PROD6,Webcam,Broke after one week.,"Waste of money, poor quality. Decent, but could be better.",3,6,85,Y,2022-05-17
CUST00089,PROD4,Power Bank,"Decent, but could be better.","Not as described, disappointed. Decent, but could be better.",5,34,21,N,2023-05-21
CUST00055,PROD2,Keyboard,"Great quality, fast shipping.","Great quality, fast shipping. Not as described, disappointed.",4,39,33,N,2023-12-23
CUST00022,PROD8,Phone Case,Perfect! Will buy again.,"Not as described, disappointed. Works well, very satisfied.",4,46,53,N,2023-08-20
CUST00147,PROD2,Power Bank,Exactly what I needed!,"Works well, very satisfied. Not as described, disappointed.",4,23,87,Y,2023-11-14
CUST00176,PROD6,Power Bank,"Decent, but could be better.",Exactly what I needed! Broke after one week.,2,30,69,Y,2022-02-04
CUST00129,PROD3,USB Cable,"Not as described, disappointed.","Perfect! Will buy again. Decent, but could be better.",4,11,47,Y,2023-07-07
CUST00036,PROD6,Wireless Earbuds,Good value for money.,"Great quality, fast shipping. Good value for money.",4,37,91,Y,2023-02-03
CUST00026,PROD10,Laptop Stand,"Decent, but could be better.","Not as described, disappointed. Perfect! Will buy again.",4,31,52,N,2022-05-11
CUST00139,PROD7,Power Bank,Perfect! Will buy again.,"Decent, but could be better. Not as described, disappointed.",4,44,10,Y,2022-02-10
CUST00052,PROD5,Power Bank,"Decent, but could be better.",Good value for money. Amazing product! Highly recommend!,5,35,80,N,2022-01-19
CUST00082,PROD6,Wireless Earbuds,"Great quality, fast shipping.","Not as described, disappointed. Perfect! Will buy again.",3,20,54,N,2022-02-20
CUST00123,PROD8,Laptop Stand,Perfect! Will buy again.,"Broke after one week. Works well, very satisfied.",5,46,84,Y,2022-10-12
CUST00056,PROD8,USB Cable,"Waste of money, poor quality.",Good value for money. Exactly what I needed!,4,0,17,Y,2023-02-28
CUST00179,PROD1,Screen Protector,"Great quality, fast shipping.","Waste of money, poor quality. Works well, very satisfied.",4,27,97,Y,2023-03-10
CUST00091,PROD6,Keyboard,"Great quality, fast shipping.","Not as described, disappointed. Decent, but could be better.",5,3,40,Y,2023-07-19
CUST00001,PROD9,Laptop Stand,"Waste of money, poor quality.",Perfect! Will buy again. Exactly what I needed!,4,5,16,Y,2022-08-08
CUST00149,PROD1,USB Cable,Exactly what I needed!,"Great quality, fast shipping. Amazing product! Highly recommend!",4,39,7,N,2023-06-28
CUST00191,PROD10,Screen Protector,Amazing product! Highly recommend!,Exactly what I needed! Exactly what I needed!,4,10,52,N,2022-01-24
CUST00142,PROD9,Wireless Earbuds,Perfect! Will buy again.,"Works well, very satisfied. Perfect! Will buy again.",5,9,31,N,2023-05-24
CUST00121,PROD4,Power Bank,Exactly what I needed!,Amazing product! Highly recommend! Perfect! Will buy again.,3,28,10,N,2023-01-09
CUST00193,PROD7,Power Bank,Amazing product! Highly recommend!,"Works well, very satisfied. Works well, very satisfied.",4,3,15,Y,2022-04-23
CUST00055,PROD6,Webcam,Good value for money.,Good value for money. Exactly what I needed!,2,41,69,Y,2022-05-27
CUST00143,PROD1,Mouse,"Waste of money, poor quality.",Perfect! Will buy again. Perfect! Will buy again.,2,48,14,Y,2023-06-30
CUST00199,PROD6,Keyboard,Exactly what I needed!,"Decent, but could be better. Good value for money.",5,21,51,Y,2022-02-07
CUST00044,PROD9,Keyboard,Exactly what I needed!,"Amazing product! Highly recommend! Great quality, fast shipping.",4,27,89,N,2023-12-04
CUST00069,PROD1,Power Bank,Perfect! Will buy again.,Exactly what I needed! Exactly what I needed!,4,2,55,N,2023-04-29
CUST00079,PROD4,Webcam,Broke after one week.,"Decent, but could be better. Not as described, disappointed.",5,9,29,N,2023-07-25
CUST00127,PROD4,Monitor Arm,"Waste of money, poor quality.",Perfect! Will buy again. Exactly what I needed!,5,27,15,N,2023-05-17
CUST00024,PROD6,Mouse,"Works well, very satisfied.","Works well, very satisfied. Works well, very satisfied.",5,24,45,Y,2023-09-29
CUST00147,PROD4,USB Cable,"Decent, but could be better.","Decent, but could be better. Not as described, disappointed.",1,9,52,N,2023-09-26
CUST00153,PROD1,Webcam,"Decent, but could be better.","Broke after one week. Works well, very satisfied.",5,13,49,Y,2022-08-04
CUST00126,PROD10,USB Cable,"Waste of money, poor quality.","Not as described, disappointed. Decent, but could be better.",4,48,43,Y,2022-06-26
CUST00001,PROD4,Keyboard,"Not as described, disappointed.",Amazing product! Highly recommend! Good value for money.,4,16,17,Y,2022-11-26
CUST00162,PROD10,Screen Protector,"Not as described, disappointed.","Broke after one week. Not as described, disappointed.",5,22,99,Y,2023-03-26
CUST00179,PROD5,Laptop Stand,"Waste of money, poor quality.",Exactly what I needed! Good value for money.,4,46,22,N,2023-04-29
CUST00046,PROD7,Laptop Stand,Good value for money.,Broke after one week. Good value for money.,1,9,44,N,2023-12-25
CUST00170,PROD7,Wireless Earbuds,"Not as described, disappointed.","Not as described, disappointed. Decent, but could be better.",4,1,17,N,2022-09-15
